pandas_id,ID,IMG,TROOP,STATION,DATE,location_original,street_number,street_name,cross_street,relation,distance_offset,cdp,landmark,village,borough,township,town,county,VEHICLES STOPPED,FAULTY EQUIPMENT,W/O DRIVERS LICENSE,W/O REG CARD,TRAFFIC VIOLATION,WARNING NOTICES,verbal warnings (where noted),CITATIONS,NOTES,std_address
75,76,2951.0,H,Harrisburg 2110,8/29/2012,"Firehouse Rd South of Rt 443, East Hanover Twp",,Firehouse Road,SR 443,south,,,,,,East Hanover ,,,41.0,0,2,4,0,13.0,,10,,"firehouse road and sr 443, east hanover township, Pennsylvania"
76,77,2952.0,H,Harrisburg 2110,9/25/2012,Fox Run Rd. at Bow Creek Rd. East Hanover Twp,,Fox Run Road,Bow Creek Road,,,,,,,East Hanover ,,,38.0,0,0,1,3,13.0,,3,,"fox run road and bow creek road, east hanover township, Pennsylvania"
77,78,2953.0,H,Harrisburg 2110,10/18/2012,Jonestown Rd at Manada Gap Rd,,Jonestown Road,Manada Gap Road,,,,,,,,,,28.0,0,1,1,0,5.0,,2,,"jonestown road and manada gap road, Pennsylvania"
78,79,2954.0,H,Carlisle 2120,1/5/2011,"Park Drive,South Middletown Twp, Cumberland Co.",,Park Drive,,,,,,,,South Middletown ,,Cumberland ,32.0,0,0,0,0,0.0,,1,,"park drive, cumberland county, Pennsylvania"
79,80,2955.0,H,Carlisle 2120,2/24/2011,"Park Drive,South Middletown Twp, Cumberland Co.",,Park Drive,,,,,,,,South Middletown ,,Cumberland ,84.0,1,2,1,1,13.0,,1,,"park drive, cumberland county, Pennsylvania"
80,81,2956.0,H,Carlisle 2120,6/6/2011,AlexanderSpring Rd approx 1/4 mile south of Commerce Ave,,Alexander Spring Road,Commerce Ave,south,0.25,,,,,,,,87.0,0,2,1,0,13.0,,2,,"alexander spring road and commerce ave, Pennsylvania"
81,82,2957.0,H,Carlisle 2120,12/14/2011,AlexanderSpring Rd approx 1/4 mile south of Commerce Ave,,Alexander Spring Road,Commerce Ave,south,0.25,,,,,,,,59.0,3,1,2,0,14.0,,2,,"alexander spring road and commerce ave, Pennsylvania"
82,83,,H,Carlisle 2120,5/24/2012,"Pine Road, Penn Township, Cumberland County",,Pine Road,,,,,,,,Penn ,,Cumberland ,42.0,0,0,0,,5.0,,0,,"pine road, cumberland county, Pennsylvania"
83,84,2959.0,H,Carlisle 2120,8/3/2012,"SR 174 just east of Pheasant Lane, South Middleton Twp. Cumberland Co.",,SR 174,Pheasant Lane,just east of,,,,,,South Middletown ,,Cumberland ,65.0,3,2,1,0,9.0,,2,,"sr 174 and pheasant lane, cumberland county, Pennsylvania"
84,85,2960.0,H,Carlisle 2120,8/28/2012,"500-block Park Drive, South Middleton Township",500,Park Drive,,,,,,,,South Middletown ,,Cumberland ,60.0,0,0,0,3,3.0,,3,,"500 park drive, cumberland county, Pennsylvania"
85,86,2961.0,H,Chambersburg,9/25/2012,"SR 1003 (Ragged Edge Road) in the area of Edgewood Drie, GreeneTwp.",,Ragged Edge Road,Edgewood Drive,,,,,,,Greene ,,,74.0,2,0,1,2,11.0,,2,,"ragged edge road and edgewood drive, greene township, Pennsylvania"
86,87,2962.0,H,Carlisle 2120,9/30/2012,Walnut Bottom Rd. & Sprint Dr.,,Walnut Bottom Road,Sprint Drive,,,,,,,,,,48.0,0,0,0,3,4.0,,0,,"walnut bottom road and sprint drive, Pennsylvania"
87,88,,H,Carlisle 2120,10/27/2012,"Alexander Spring Road, one quarter mile northo f Allen Road",,Alexander Spring Road,Allen Road,north,0.25,,,,,,,,18.0,0,0,0,0,4.0,,0,,"alexander spring road and allen road, Pennsylvania"
88,89,,H,Carlisle 2120,11/21/2012,"Oak Flat Rd. W of SR 233, West Pennsboro Twp, Cumberland Co.",,Oak Flat Road,SR 223,west,,,,,,Westboro ,,Cumberland ,25.0,0,1,0,1,3.0,,2,,"oak flat road and sr 223, cumberland county, Pennsylvania"
89,90,,H,Chambersburg,1/20/2011,"Ragged EdgeRd at Edgewood Dr. Guilford Twp,Franklin Co.",,Ragged Edge Road,Edgewood Drive,,,,,,,Guilford ,,Franklin ,50.0,3,4,3,1,18.0,,1,,"ragged edge road and edgewood drive, franklin county, Pennsylvania"
90,91,,H,Chambersburg,2/9/2011,Ragged Edge Road; Guilford Twp; Franklin County,,Ragged Edge Road,,,,,,,,Guilford ,,Franklin ,50.0,0,1,1,0,6.0,,3,,"ragged edge road, franklin county, Pennsylvania"
91,92,2967.0,H,Chambersburg,2/26/2011,Falling Spring Rd. approximately 1/4 mile south of SR 30,,Falling Spring Road,SR 30,south,0.25,,,,,,,,40.0,1,1,0,0,6.0,,0,,"falling spring road and sr 30, Pennsylvania"
92,93,,H,Chambersburg,3/31/2011,"Along Edgewood Road,Green Twp Franklin Co",,Edgewood Road,,,,,,,,Greene ,,Franklin ,65.0,2,1,1,4,8.0,,1,,"edgewood road, franklin county, Pennsylvania"
93,94,,H,Chambersburg,6/22/2011,main street fayetteville,,Main Street,,,,,,,,Fayetteville,,,48.0,0,4,0,0,4.0,,0,,"main street, fayetteville township, Pennsylvania"
94,95,,H,Chambersburg,12/10/2011,"Woodstock Road (T520), approx 1/8 mile south of Brindle Road, Greene Twp, Franklin County",,Woodstock Road,Brindle Road,south,0.12,,,,,Greene ,,Franklin ,27.0,0,0,0,0,0.0,,0,,"woodstock road and brindle road, franklin county, Pennsylvania"
95,96,,H,Chambersburg,5/10/2012,"SR 997, between Dawn Lane and White Church Road, Greene Twp, Franklin County",,SR 997,Dawn Lane,,,,,,,Greene ,,Franklin ,68.0,1,2,0,0,6.0,,0,,"sr 997 and dawn lane, franklin county, Pennsylvania"
96,97,2972.0,H,Chambersburg,5/15/2012,"SR 2024 at SR2026 (South Min) Quincy Twp, Franklin County",,SR 2024,SR 2026,,,,,,,Quincy ,,Franklin ,27.0,0,2,3,0,5.0,,0,,"sr 2024 and sr 2026, franklin county, Pennsylvania"
97,98,,H,Chambersburg,6/30/2012,"Ragged Edge Road, Greene Twp, Franklin Co.",,Ragged Edge Road,,,,,,,,Greene ,,Franklin ,45.0,2,2,1,1,3.0,3.0,0,,"ragged edge road, franklin county, Pennsylvania"
98,99,,H,Chambersburg,7/22/2012,SR 1003 Ragged Edge Rd. Guilford Twp Franklin County,,Ragged Edge Road,,,,,,,,Guilford ,,Franklin ,58.0,0,2,5,0,0.0,17.0,1,,"ragged edge road, franklin county, Pennsylvania"
99,100,,H,Chambersburg,8/16/2012,"SR 1006 (Woodstock Road) in the area of Brindle Road, Greene Twp, Franklin Co.",,Woodstock Road,Brindle Road,,,,,,,Greene ,,Franklin ,41.0,0,1,2,0,3.0,,0,,"woodstock road and brindle road, franklin county, Pennsylvania"
100,101,,H,Chambersburg,10/17/2012,"Scotland Main St, Green Twp, Franklin Co.",,Scotland Main Street,,,,,,,,Greene ,,Franklin ,62.0,0,7,1,0,16.0,,0,,"scotland main street, franklin county, Pennsylvania"
101,102,2977.0,H,Chambersburg,11/28/2012,SR 1003 Ragged Edge Rd. Guilford Twp Franklin County,,Ragged Edge Road,,,,,,,,Guilford ,,Franklin ,73.0,0,1,5,0,0.0,,1,,"ragged edge road, franklin county, Pennsylvania"
102,103,,H,Lykens,1/21/2010,"Arch St, 1/10 mile north of SR 209, Wiconisco Twp, Dauphin Co",,Arch Street,SR 209,north,0.1,,,,,Wiconisco ,,Dauphin ,45.0,0,1,1,0,2.0,,0,,"arch street and sr 209, dauphin county, Pennsylvania"
103,104,,H,Lykens,2/24/2010,"Wiconisco Street, Upper Paxton Twp., Dauphin County",,Wiconisco Street,,,,,,,,Upper Paxton ,,Dauphin ,45.0,0,0,0,0,2.0,,0,,"wiconisco street, dauphin county, Pennsylvania"
104,105,,H,Lykens,3/26/2010,"SR 1002,Pottsville St,1/10 mile W of Market ST, Wiconisco Twp, Dauphin Co.",,Pottsville Street,Market Street,west,0.1,,,,,Wiconisco ,,Dauphin ,35.0,2,0,0,3,3.0,,3,,"pottsville street and market street, dauphin county, Pennsylvania"
105,106,,H,Lykens,4/30/2010,"SR 1002, Old SR209,4/10 mile East of Greenfield, Williams Twp, Dauphin Co",,SR 1002,SR 209,east,0.4,,Greenfield,,,Williams ,,Dauphin ,45.0,1,1,0,0,2.0,,2,,"sr 1002 and sr 209, dauphin county, Pennsylvania"
106,107,2982.0,H,Lykens,5/26/2010,"SR 1002, Pottsville St, 1/10mile West of Market Street, Wisconisco Twp, Dauphin Co.",,Pottsville Street,Market Street,west,0.1,,,,,Wiconisco ,,Dauphin ,35.0,1,1,1,0,3.0,,2,,"pottsville street and market street, dauphin county, Pennsylvania"
108,109,,H,Lykens,7/30/2010,"SR 1002, Pottsville St, 1/10mile West of Market Street, Wisconisco Twp, Dauphin Co.",,Pottsville Street,Market Street,west,0.1,,,,,Wiconisco ,,Dauphin ,30.0,1,1,1,1,4.0,,1,,"pottsville street and market street, dauphin county, Pennsylvania"
109,110,,H,Lykens,8/20/2010,"Wiconisco Street, Upper Paxton Twp., Dauphin County",,Wiconisco Street,,,,,,,,Upper Paxton ,,Dauphin ,50.0,1,0,0,0,2.0,,2,,"wiconisco street, dauphin county, Pennsylvania"
110,111,2986.0,H,Lykens,9/29/2010,"SR 1002, Pottsville St, 1/10mile West of Market Street, Wisconisco Twp, Dauphin Co.",,Pottsville Street,Market Street,west,0.1,,,,,Wiconisco ,,Dauphin ,75.0,2,2,2,0,13.0,,2,,"pottsville street and market street, dauphin county, Pennsylvania"
112,113,,H,Lykens,11/22/2010,"SR 1002, Pottsville St, 1/10mile West of Market Street, Wisconisco Twp, Dauphin Co.",,Pottsville Street,Market Street,west,0.1,,,,,Wiconisco ,,Dauphin ,25.0,0,0,-2,0,3.0,,0,,"pottsville street and market street, dauphin county, Pennsylvania"
113,114,,H,Lykens,12/8/2010,"SR 1002,Pottsville St.1/10 mile Westof Schuykill County line,Williams,Twp, Dauphin Co.",,Pottsville Street,,west,0.1,,West of Schuykill County Line,,,Williams ,,Dauphin ,45.0,1,0,1,0,2.0,,1,,"pottsville street, dauphin county, Pennsylvania"
114,115,,H,Lykens,1/31/2011,"SR 1002,Pottsville St.1/10 mile Westof Schuykill County line,Williams,Twp, Dauphin Co.",,Pottsville Street,,west,0.1,,West of Schuykill County Line,,,Williams ,,Dauphin ,50.0,0,1,1,0,2.0,,1,,"pottsville street, dauphin county, Pennsylvania"
115,116,,H,Lykens,2/28/2011,"SR 1002,Pottsville St.1/10 mile Westof Schuykill County line,Williams,Twp, Dauphin Co.",,Pottsville Street,,west,0.1,,West of Schuykill County Line,,,Williams ,,Dauphin ,45.0,0,1,0,1,2.0,,2,,"pottsville street, dauphin county, Pennsylvania"
116,117,,H,Lykens,3/9/2011,"Wiconisco Street, Upper Paxton Twp., Dauphin County",,Wiconisco Street,,,,,,,,Upper Paxton ,,Dauphin ,50.0,0,1,1,1,2.0,,0,,"wiconisco street, dauphin county, Pennsylvania"
117,118,2993.0,H,Lykens,4/27/2011,"SR 1002, Pottsville St, 1/10mile West of Market Street, Wisconisco Twp, Dauphin Co.",,Pottsville Street,Market Street,west,0.1,,,,,Wiconisco ,,Dauphin ,40.0,1,1,0,0,2.0,,0,,"pottsville street and market street, dauphin county, Pennsylvania"
118,119,,H,Lykens,5/10/2011,"Wiconisco Street, Upper Paxton Twp., Dauphin County",,Wiconisco Street,,,,,,,,Upper Paxton ,,Dauphin ,55.0,1,1,1,1,3.0,,4,,"wiconisco street, dauphin county, Pennsylvania"
119,120,2995.0,H,Lykens,6/20/2011,"SR 1002,Pottsville St.1/10 mile Westof Schuykill County line,Williams,Twp, Dauphin Co.",,Pottsville Street,,west,0.1,,West of Schuykill County Line,,,Williams ,,Dauphin ,55.0,2,1,1,0,4.0,,1,,"pottsville street, dauphin county, Pennsylvania"
120,121,,H,Lykens,7/28/2011,"SR 1002, Pottsville St, 1/10mile West of Market Street, Wisconisco Twp, Dauphin Co.",,Pottsville Street,Market Street,west,0.1,,,,,Wiconisco ,,Dauphin ,35.0,0,1,1,0,2.0,,7,,"pottsville street and market street, dauphin county, Pennsylvania"
121,122,2997.0,H,Lykens,8/22/2011,"SR 1002,Pottsville St.1/10 mile Westof Schuykill County line,Williams,Twp, Dauphin Co.",,Pottsville Street,,west,0.1,,West of Schuykill County Line,,,Williams ,,Dauphin ,50.0,2,0,1,3,6.0,,1,,"pottsville street, dauphin county, Pennsylvania"
122,123,,H,Lykens,9/12/2011,"SR 1002, Pottsville St, 1/10mile West of Market Street, Wisconisco Twp, Dauphin Co.",,Pottsville Street,Market Street,west,0.1,,,,,Wiconisco ,,Dauphin ,40.0,0,1,0,2,3.0,,0,,"pottsville street and market street, dauphin county, Pennsylvania"
123,124,2999.0,H,Lykens,10/31/2011,"Pottsville St (SR 1002) 1/4 mile west of Market Street, Wiconisco Twp",,Pottsville Street,Market Street,west,0.25,,,,,Wiconisco ,,Dauphin ,53.0,1,2,0,0,5.0,,0,,"pottsville street and market street, dauphin county, Pennsylvania"
124,125,,H,Lykens,11/25/2011,"Pottsville St (SR 1002) 1/4 mile west of Market Street, Wiconisco Twp",,Pottsville Street,Market Street,west,0.25,,,,,Wiconisco ,,Dauphin ,45.0,1,1,0,0,0.0,,,,"pottsville street and market street, dauphin county, Pennsylvania"
125,126,,H,Lykens,12/13/2011,"SR 1002,Pottsville St.1/10 mile Westof Schuykill County line,Williams,Twp, Dauphin Co.",,Pottsville Street,,west,0.1,,West of Schuykill County Line,,,Williams ,,Dauphin ,60.0,1,1,1,1,4.0,,2,,"pottsville street, dauphin county, Pennsylvania"
126,127,,H,Lykens,1/31/2012,"SR 1002, Pottsville St, 1/10mile West of Market Street, Wisconisco Twp, Dauphin Co.",,Pottsville Street,Market Street,west,0.1,,,,,Wiconisco ,,Dauphin ,45.0,0,2,0,2,3.0,,0,,"pottsville street and market street, dauphin county, Pennsylvania"
127,128,,H,Lykens,2/22/2012,"SR 1013 Specktown Road, approx 1/10 m eastof N Crossroads Road, Lykens Twp, Dauphin Co. ",,Specktown Road,North Crossroads Road,east,0.1,,,,,Lykens ,,Dauphin ,40.0,0,2,1,0,3.0,,2,,"specktown road and north crossroads road, dauphin county, Pennsylvania"
128,129,,H,Lykens,3/7/2012,"main street near tunnel street, in williamstown borough, dauphin co",,Main Street,Tunnel Street,,,,,,,Williamstown Borough,,Dauphin ,45.0,2,0,1,0,3.0,,0,,"main street and tunnel street, dauphin county, Pennsylvania"
129,130,3005.0,H,Lykens,4/25/2012,"SR 1002, Pottsville St, 1/10mile West of Market Street, Wisconisco Twp, Dauphin Co.",,Pottsville Street,Market Street,west,0.1,,,,,Wiconisco ,,Dauphin ,50.0,4,2,2,2,10.0,,1,,"pottsville street and market street, dauphin county, Pennsylvania"
130,131,,H,Lykens,5/31/2012,intersection of powells valley and enders road,,Powells Valley,Enders Road,,,,,,,,,,45.0,1,2,1,6,10.0,,,,"powells valley and enders road, Pennsylvania"
134,135,3010.0,H,Lykens,9/21/2012,"SR 1002,Pottsville St.1/10 mile Westof Schuykill County line,Williams,Twp, Dauphin Co.",,Pottsville Street,,west,0.1,,West of Schuykill County Line,,,Williams ,,Dauphin ,55.0,0,1,1,0,2.0,,3,,"pottsville street, dauphin county, Pennsylvania"
136,137,,H,Lykens,11/28/2012,"SR 1002,Pottsville St.1/10 mile Westof Schuykill County line,Williams,Twp, Dauphin Co.",,Pottsville Street,,west,0.1,,West of Schuykill County Line,,,Williams ,,Dauphin ,40.0,1,0,0,2,3.0,,1,,"pottsville street, dauphin county, Pennsylvania"
